1,Maximumsuche,0,0
2,Maximumsuche,1,21759
3,Maximumsuche,2,25012
4,Maximumsuche,3,25012
5,Maximumsuche,4,25012
6,Maximumsuche,5,25012
7,Maximumsuche,6,25012
8,Maximumsuche,7,29273
9,Maximumsuche,8,29273
10,Maximumsuche,9,29273
11,Maximumsuche,10,29273
12,Maximumsuche,11,29273
13,Maximumsuche,12,29273
14,Maximumsuche,13,29273
15,Maximumsuche,14,29273
16,Maximumsuche,15,29273
17,Maximumsuche,16,29273
18,Maximumsuche,17,29273
19,Maximumsuche,18,29273
20,Maximumsuche,19,29273
21,Maximumsuche,20,29273
22,Maximumsuche,21,29273
23,Maximumsuche,22,29273
24,Maximumsuche,23,29273
25,Maximumsuche,24,29273
26,Maximumsuche,25,29273
27,Maximumsuche,26,31059
28,Maximumsuche,27,31059
29,Maximumsuche,28,31059
30,Maximumsuche,29,31059
31,Maximumsuche,30,31059
32,Maximumsuche,31,31059
33,Maximumsuche,32,31059
34,Maximumsuche,33,31059
35,Maximumsuche,34,31059
36,Maximumsuche,35,31059
37,Maximumsuche,36,31059
38,Maximumsuche,37,31059
39,Maximumsuche,38,31059
40,Maximumsuche,39,31059
41,Maximumsuche,40,31059
42,Maximumsuche,41,31059
43,Maximumsuche,42,31059
44,Maximumsuche,43,31059
45,Maximumsuche,44,31059
46,Maximumsuche,45,31059
47,Maximumsuche,46,31059
48,Maximumsuche,47,31059
49,Maximumsuche,48,31059
50,Maximumsuche,49,31059
51,Maximumsuche,50,31059
52,Maximumsuche,51,31059
53,Maximumsuche,52,31059
54,Maximumsuche,53,31059
55,Maximumsuche,54,31059
56,Maximumsuche,55,31059
57,Maximumsuche,56,31059
58,Maximumsuche,57,31059
59,Maximumsuche,58,31059
60,Maximumsuche,59,31059
61,Maximumsuche,60,31059
62,Maximumsuche,61,31059
63,Maximumsuche,62,31059
64,Maximumsuche,63,31059
65,Maximumsuche,64,31059
66,Maximumsuche,65,31059
67,Maximumsuche,66,31059
68,Maximumsuche,67,31059
69,Maximumsuche,68,31059
70,Maximumsuche,69,31059
71,Maximumsuche,70,31059
72,Maximumsuche,71,31059
73,Maximumsuche,72,31059
74,Maximumsuche,73,31059
75,Maximumsuche,74,31206
76,Maximumsuche,75,31206
77,Maximumsuche,76,31206
78,Maximumsuche,77,31206
79,Maximumsuche,78,31206
80,Maximumsuche,79,31206
81,Maximumsuche,80,31206
82,Maximumsuche,81,31206
83,Maximumsuche,82,31206
84,Maximumsuche,83,31206
85,Maximumsuche,84,31534
86,Maximumsuche,85,31534
87,Maximumsuche,86,31534
88,Maximumsuche,87,31534
89,Maximumsuche,88,31534
90,Maximumsuche,89,31534
91,Maximumsuche,90,31534
92,Maximumsuche,91,31534
93,Maximumsuche,92,31534
94,Maximumsuche,93,31534
95,Maximumsuche,94,31534
96,Maximumsuche,95,31534
97,Maximumsuche,96,31534
98,Maximumsuche,97,31534
99,Maximumsuche,98,31534
100,Maximumsuche,99,31534
101,Maximumsuche,100,31534
102,Maximumsuche,200,32658
103,Maximumsuche,300,32658
104,Maximumsuche,400,32658
105,Maximumsuche,500,32658
106,Maximumsuche,600,32658
107,Maximumsuche,700,32658
108,Maximumsuche,800,32764
109,Maximumsuche,900,32764
110,Maximumsuche,1000,32764
111,Maximumsuche,1100,32764
112,Maximumsuche,1200,32764
113,Maximumsuche,1300,32764
114,Maximumsuche,1400,32764
115,Maximumsuche,1500,32764
116,Maximumsuche,1600,32764
117,Maximumsuche,1700,32764
118,Maximumsuche,1800,32764
119,Maximumsuche,1900,32764
120,Maximumsuche,2000,32764
121,Maximumsuche,2100,32764
122,Maximumsuche,2200,32764
123,Maximumsuche,2300,32764
124,Maximumsuche,2400,32764
125,Maximumsuche,2500,32764
126,Maximumsuche,2600,32764
127,Maximumsuche,2700,32764
128,Maximumsuche,2800,32764
129,Maximumsuche,2900,32764
130,Maximumsuche,3000,32764
131,Maximumsuche,3100,32766
132,Maximumsuche,3200,32766
133,Maximumsuche,3300,32766
134,Maximumsuche,3400,32766
135,Maximumsuche,3500,32766
136,Maximumsuche,3600,32766
137,Maximumsuche,3700,32766
138,Maximumsuche,3800,32766
139,Maximumsuche,3900,32766
140,Maximumsuche,4000,32766
141,Maximumsuche,4100,32766
142,Maximumsuche,4200,32766
143,Maximumsuche,4300,32766
144,Maximumsuche,4400,32766
145,Maximumsuche,4500,32766
146,Maximumsuche,4600,32766
